START, A, 0.0379980779182376
START, C, 0.1418829008649368
START, D, 0.24038959118799438
START, M, 0.0005544466622310934
START, O, 0.1329932727138316
START, N, 0.2368965772159385
START, P, 0.07690175205145265
START, R, 0.04799659939380498
START, W, 0.0629666592740445
START, V, 0.021401641162120205
A, A, 0.0754196237467613
A, C, 0.08893770417933987
A, D, 0.0033372761067928356
A, M, 0.0004787653486538245
A, O, 0.0839810746873944
A, N, 0.7028275318238143
A, P, 0.0013236453756899854
A, R, 0.030781795651684127
A, W, 0.000985693364875521
A, V, 0.009392249633885321
C, A, 0.10451665893483204
C, C, 0.028975367135393296
C, D, 0.2868637397236313
C, M, 0.0021750538059639064
C, O, 0.09702565194576054
C, N, 0.32446327125050384
C, P, 0.06376862294757817
C, R, 0.026633001498201397
C, W, 0.007582267987923128
C, V, 0.05739556319443916
D, A, 0.2310853110238461
D, C, 0.010107563599112173
D, D, 0.004826133970747254
D, M, 0.002071595242160378
D, O, 0.04283193899038188
D, N, 0.6602356155028172
D, P, 0.0011496215354846054
D, R, 0.01487678561265722
D, W, 3.414717432132491e-05
D, V, 0.02779579989755848
M, A, 0.0006683853719087177
M, C, 0.0029599923613100355
M, D, 0.004201279480569082
M, M, 0.0002864508736751647
M, O, 0.011649002196123364
M, N, 0.0019096724911677647
M, P, 0.005442566599828129
M, R, 0.17330277857347465
M, W, 9.548362455838824e-05
M, V, 0.7989114866800344
O, A, 0.03176019324375175
O, C, 0.09860043941104354
O, D, 0.056480099049561194
O, M, 0.0054926380442567035
O, O, 0.18482575288591094
O, N, 0.1798368595462656
O, P, 0.03108651056650037
O, R, 0.03668839445031135
O, W, 0.021242246579998302
O, V, 0.07888156537149654
N, A, 0.011206933008890725
N, C, 0.2217801619393687
N, D, 0.0005660395772269916
N, M, 0.017758678460242226
N, O, 0.25288306077768635
N, N, 0.2596657764013546
N, P, 0.030657223998776833
N, R, 0.049086041268839524
N, W, 0.0019974040253872005
N, V, 0.13338690106343873
P, A, 0.1277295268363517
P, C, 0.02474040384668073
P, D, 8.219403271322503e-05
P, M, 0.06249486287295542
P, O, 0.05433025562344174
P, N, 0.3345297131428258
P, P, 0.00019178607633085838
P, R, 0.040877832269377246
P, W, 0.0006849502726102085
P, V, 0.3404202854872736
R, A, 0.09287239283954672
R, C, 0.09004762686812284
R, D, 0.08037444572179339
R, M, 0.005961570044342257
R, O, 0.17661356544588602
R, N, 0.05634751190671703
R, P, 0.014797175234028577
R, R, 0.0693381507636722
R, W, 0.0038265725078009526
R, V, 0.40875348989981936
W, A, 0.027699087189172175
W, C, 0.011751127898436681
W, D, 0.06232294617563739
W, M, 0.08687440982058546
W, O, 0.015213513797083203
W, N, 0.09075647885846186
W, P, 0.05865071870737593
W, R, 0.051201342986045534
W, W, 0.0003147623544224111
W, V, 0.5042492917847026
V, A, 0.07703591716374904
V, C, 0.16353199164751933
V, D, 0.160553239579981
V, M, 0.0007633987710776646
V, O, 0.10397191890010703
V, N, 0.1348820848270752
V, P, 0.057539311294559664
V, R, 0.16575482924565724
V, W, 0.0050743565371633
V, V, 0.12956823063624048
A, END, 0.0025346400811084827
C, END, 0.0006008015757732469
D, END, 0.004985487450913437
M, END, 0.0005729017473503294
O, END, 0.27509923163759514
N, END, 0.021011779478788156
P, END, 0.013918189539439437
R, END, 0.001067498768270652
W, END, 0.0909663204280768
V, END, 0.001324721396870065
